ref_ra,ref_dec,local_rms
24.024359,-28.356365,8.5327757E-4
25.66572,-30.42049,7.796411E-4
26.004656,-28.298225,7.8685244E-4
23.439241,-28.764965,8.042095E-4
24.209444,-30.071823,8.221741E-4
25.514612,-28.32927,7.411026E-4
24.817907,-30.824446,7.7776046E-4
24.811413,-31.648977,8.240513E-4
26.03951,-31.295109,8.409983E-4
26.345928,-28.425549,8.089739E-4
25.613379,-29.462978,8.930173E-4
24.564566,-29.49743,7.6939556E-4
26.470234,-31.586376,8.1376795E-4
23.384071,-28.314758,8.17358E-4
23.35987,-31.356956,7.895267E-4
26.390347,-31.318836,8.275527E-4
24.167414,-30.224798,7.9163676E-4
26.12962,-31.25646,8.6753303E-4
26.15321,-30.64293,8.0619584E-4
25.094135,-31.331896,8.161815E-4
23.450054,-31.23473,8.073856E-4
24.235106,-28.693417,8.5654366E-4
26.31081,-31.39933,8.3026383E-4
24.943155,-31.462845,8.23763E-4
24.407488,-28.358118,7.8627374E-4
23.575857,-29.418743,8.196447E-4
25.707373,-31.063564,8.4905024E-4
25.876392,-29.299526,8.2756684E-4
24.285606,-30.005783,8.0716866E-4
23.328009,-31.742283,7.9329923E-4
26.503332,-31.735588,8.116084E-4
26.25604,-31.160704,8.5365644E-4
24.566381,-28.638655,7.888718E-4
23.59264,-29.979418,7.636285E-4
23.398056,-30.340588,7.7373744E-4
24.479822,-28.874071,8.12838E-4
24.962385,-30.558975,7.8869524E-4
25.214201,-29.01257,8.0971763E-4
25.549469,-30.111963,7.949475E-4
24.487942,-31.086918,7.954418E-4
26.042095,-31.1505,8.727078E-4
25.093643,-29.486494,8.6049986E-4
26.142277,-29.063475,7.857438E-4
26.749266,-28.757002,8.136646E-4
23.345009,-28.436405,8.0387737E-4
24.757212,-30.50603,7.829343E-4
25.09768,-31.540178,8.315728E-4
25.205612,-29.594513,8.7400177E-4
24.966394,-31.721395,8.527351E-4
24.77978,-30.1815,7.610976E-4
25.983469,-31.326275,8.223148E-4
23.446096,-31.340185,8.07629E-4
23.289297,-28.463047,8.135086E-4
26.69939,-29.214293,7.935526E-4
26.111351,-31.36463,8.4890466E-4
23.998562,-28.328161,8.48038E-4
26.483253,-28.407404,8.120092E-4
23.523043,-28.744272,8.1950397E-4
25.032642,-29.48821,8.3812024E-4
25.26297,-31.085361,7.923569E-4
23.361227,-29.889757,7.686222E-4
23.485533,-31.318508,8.1328553E-4
25.333372,-30.096502,7.86611E-4
26.689043,-31.370682,8.012226E-4
26.513708,-28.308825,8.454237E-4
25.990261,-30.157001,7.987114E-4
23.794725,-28.578674,8.564947E-4
26.738852,-31.24867,8.2561566E-4
24.790695,-28.92647,7.947223E-4
25.647074,-31.522978,7.9564954E-4
26.591373,-29.321754,7.8451744E-4
24.665096,-31.554794,8.3296007E-4
24.400137,-29.806416,7.965301E-4
24.491964,-30.650566,8.148678E-4
25.61516,-28.301191,7.5079163E-4
25.726763,-28.817434,7.687407E-4
23.70108,-31.529041,8.446877E-4
26.704655,-29.323849,7.95271E-4
24.227303,-28.564804,8.6174253E-4
23.914352,-29.492493,7.7406043E-4
23.786982,-29.92874,7.665558E-4
26.112886,-30.067781,7.762445E-4
23.527134,-30.26117,7.673973E-4
26.479961,-28.58705,8.157946E-4
24.284086,-30.403711,7.816122E-4
25.247248,-30.882385,7.849129E-4
23.585884,-29.761875,8.041438E-4
26.546299,-30.083986,7.9359545E-4
25.600836,-29.373838,8.930839E-4
24.801922,-29.641771,7.7301404E-4
23.936354,-28.308643,8.4248214E-4
25.33848,-29.301426,9.0327964E-4
25.588554,-29.770475,7.979206E-4
24.065742,-30.314032,7.8777916E-4
25.250814,-29.029877,8.1758125E-4
26.201529,-28.562172,7.969618E-4
25.22519,-30.631319,8.097158E-4
24.376728,-30.621853,7.7977363E-4
25.104404,-30.651789,7.9176575E-4
26.382814,-31.69896,8.0854056E-4
23.380852,-28.997952,8.0457324E-4
24.303823,-30.768795,7.7737944E-4
23.582127,-31.547485,8.437132E-4
26.35998,-31.335363,8.278824E-4
26.25861,-30.835068,8.2626514E-4
24.53501,-31.375458,8.4557955E-4
24.759657,-29.520061,7.831556E-4
26.353872,-29.944378,7.641972E-4
25.567965,-28.610777,7.69162E-4
25.48451,-29.475586,9.0064656E-4
23.722595,-29.1934,7.7486946E-4
24.808252,-30.56412,7.932004E-4
26.714155,-28.405344,8.6045277E-4
26.270447,-29.680025,7.621195E-4
23.54016,-31.318474,8.2403194E-4
24.088491,-28.438066,8.513362E-4
24.897606,-30.969572,7.7999197E-4
26.408298,-30.470375,7.586314E-4
25.359247,-29.368645,9.000149E-4
24.761848,-30.865059,7.954712E-4
25.440884,-29.642893,8.348428E-4
23.750153,-31.647226,8.4717385E-4
